energy,contrast,correlation,variance,inverse difference moment,sum average,sum variance,sum entropy,entropy,difference variance,difference entropy,info_corr,maximal_corr_coeff,mean_B,mean_G,mean_R,std_B,std_G,std_R,area,perimeter
0.32921992703235675,196.09141569470546,0.8950090009451764,933.7974424557921,0.657994431851622,44.69401481227811,3539.0983541284636,3.979002474763245,5.6443387949556,0.0016715202364795713,2.638448946596066,-0.41627810214098243,0.9738267139603118,7.9188079833984375,27.549728393554688,17.427913665771484,17.55365744071284,35.94744744613362,27.284450472410352,0.0,0.0
